/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_0.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_0.jpg, left, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_0.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1.jpg, right, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_1.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_2.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_2.jpg, left, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_2.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_3.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_3.jpg, right, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_3.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_4.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_4.jpg, left, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_4.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_5.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_5.jpg, right, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_5.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_6.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_6.jpg, left, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_6.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_7.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_7.jpg, right, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_7.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_8.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_8.jpg, left, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_8.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_9.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_9.jpg, right, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_9.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_10.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_10.jpg, left, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_10.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_11.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_11.jpg, right, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_11.jpg
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_12.jpg, /home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_12.jpg, left, /home/arturokkboss33/gestures/brodanski_aug_1/mix/biograd1_12.jpg
